sexe,age,poids_kg,taille_cm,imc,imc_categorie,objectif,niveau,seances_semaine,type_programme,intensite,split_musculaire
femme,16,94,154,39.6,obesite,perte_poids,intermediaire,5,cardio_dominant,3,full_body
homme,65,106,180,32.7,obesite,perte_poids,intermediaire,3,cardio_dominant,2,full_body
femme,25,86,179,26.8,surpoids,perte_poids,avance,4,cardio_dominant,1,full_body
femme,60,88,178,27.8,surpoids,tonification,intermediaire,5,mixte,2,haut_bas
femme,49,62,176,20.0,normal,endurance,debutant,3,cardio_dominant,3,full_body
femme,55,95,169,33.3,obesite,prise_masse,avance,6,musculation,3,ppl
femme,50,47,152,20.3,normal,prise_masse,intermediaire,5,musculation,2,ppl
homme,51,120,165,44.1,obesite,endurance,debutant,4,cardio_dominant,2,full_body
homme,31,88,194,23.4,normal,perte_poids,debutant,4,HIIT,3,full_body
homme,38,119,176,38.4,obesite,perte_poids,intermediaire,3,cardio_dominant,2,full_body
homme,37,113,160,44.1,obesite,tonification,intermediaire,3,mixte,3,haut_bas
homme,61,72,178,22.7,normal,endurance,intermediaire,4,cardio_dominant,3,full_body
homme,65,79,193,21.2,normal,perte_poids,intermediaire,4,HIIT,3,full_body
homme,19,66,165,24.2,normal,tonification,intermediaire,4,mixte,1,haut_bas
femme,59,68,152,29.4,surpoids,prise_masse,intermediaire,6,musculation,2,ppl
femme,43,85,165,31.2,obesite,endurance,avance,5,cardio_dominant,4,full_body
femme,24,77,154,32.5,obesite,tonification,debutant,4,mixte,3,haut_bas
homme,46,113,173,37.8,obesite,perte_poids,avance,4,cardio_dominant,3,full_body
femme,23,71,177,22.7,normal,perte_poids,avance,4,HIIT,3,full_body
femme,39,52,154,21.9,normal,perte_poids,avance,5,HIIT,2,full_body
femme,25,95,150,42.2,obesite,endurance,intermediaire,3,cardio_dominant,4,full_body
femme,29,63,178,19.9,normal,perte_poids,intermediaire,3,HIIT,4,full_body
femme,20,67,167,24.0,normal,perte_poids,debutant,3,HIIT,2,full_body
femme,46,69,175,22.5,normal,tonification,intermediaire,5,mixte,4,haut_bas
homme,58,112,189,31.4,obesite,prise_masse,avance,6,musculation,3,ppl
femme,42,84,171,28.7,surpoids,perte_poids,avance,5,cardio_dominant,2,full_body
femme,44,87,151,38.2,obesite,endurance,avance,5,cardio_dominant,4,full_body
homme,57,70,179,21.8,normal,perte_poids,avance,4,HIIT,3,full_body
homme,23,57,192,15.5,maigreur,prise_masse,intermediaire,6,musculation,1,ppl
homme,61,86,173,28.7,surpoids,perte_poids,intermediaire,5,cardio_dominant,2,full_body
femme,17,76,151,33.3,obesite,tonification,avance,5,mixte,3,push_pull
femme,32,69,160,27.0,surpoids,perte_poids,avance,4,cardio_dominant,2,full_body
homme,32,78,169,27.3,surpoids,prise_masse,intermediaire,4,musculation,2,push_pull
femme,27,65,169,22.8,normal,prise_masse,debutant,4,musculation,3,push_pull
femme,42,54,160,21.1,normal,tonification,debutant,4,mixte,2,haut_bas
homme,47,85,175,27.8,surpoids,perte_poids,debutant,4,cardio_dominant,1,full_body
femme,42,80,164,29.7,surpoids,perte_poids,intermediaire,3,cardio_dominant,2,full_body
femme,53,80,158,32.0,obesite,prise_masse,debutant,4,musculation,2,push_pull
homme,21,112,186,32.4,obesite,endurance,avance,4,cardio_dominant,5,full_body
homme,50,86,170,29.8,surpoids,endurance,avance,5,cardio_dominant,3,full_body
femme,55,74,176,23.9,normal,perte_poids,debutant,4,HIIT,2,full_body
homme,54,89,190,24.7,normal,perte_poids,debutant,4,HIIT,3,full_body
femme,48,82,156,33.7,obesite,endurance,avance,5,cardio_dominant,4,full_body
homme,24,70,185,20.5,normal,endurance,debutant,4,cardio_dominant,1,full_body
homme,64,88,181,26.9,surpoids,endurance,avance,5,cardio_dominant,4,full_body
femme,37,83,164,30.9,obesite,endurance,debutant,3,cardio_dominant,1,full_body
homme,16,55,190,15.2,maigreur,perte_poids,avance,4,HIIT,3,full_body
femme,57,95,152,41.1,obesite,tonification,avance,4,mixte,3,push_pull
femme,54,69,176,22.3,normal,perte_poids,intermediaire,4,HIIT,3,full_body
homme,44,79,183,23.6,normal,perte_poids,intermediaire,3,HIIT,3,full_body
homme,21,79,182,23.8,normal,endurance,avance,5,cardio_dominant,5,full_body
homme,33,59,183,17.6,maigreur,prise_masse,intermediaire,5,musculation,1,ppl
homme,33,69,185,20.2,normal,perte_poids,debutant,4,HIIT,2,full_body
homme,24,63,168,22.3,normal,prise_masse,debutant,5,musculation,1,ppl
homme,59,87,161,33.6,obesite,endurance,debutant,4,cardio_dominant,2,full_body
femme,42,99,163,37.3,obesite,perte_poids,intermediaire,4,cardio_dominant,2,full_body
femme,18,93,166,33.7,obesite,tonification,intermediaire,5,mixte,3,haut_bas
femme,16,65,164,24.2,normal,tonification,avance,5,mixte,3,push_pull
homme,20,109,174,36.0,obesite,perte_poids,avance,4,cardio_dominant,2,full_body
femme,22,85,170,29.4,surpoids,endurance,debutant,3,cardio_dominant,2,full_body
homme,46,68,175,22.2,normal,endurance,intermediaire,3,cardio_dominant,2,full_body
homme,65,64,175,20.9,normal,endurance,avance,5,cardio_dominant,5,full_body
femme,40,47,151,20.6,normal,perte_poids,debutant,4,HIIT,1,full_body
homme,35,62,188,17.5,maigreur,prise_masse,debutant,5,musculation,2,ppl
homme,22,106,184,31.3,obesite,perte_poids,intermediaire,5,cardio_dominant,3,full_body
homme,43,114,184,33.7,obesite,perte_poids,intermediaire,5,cardio_dominant,2,full_body
femme,53,66,166,24.0,normal,perte_poids,intermediaire,3,HIIT,3,full_body
homme,56,71,172,24.0,normal,perte_poids,avance,5,HIIT,3,full_body
femme,18,53,157,21.5,normal,tonification,debutant,3,mixte,2,haut_bas
femme,65,79,168,28.0,surpoids,endurance,intermediaire,3,cardio_dominant,3,full_body
femme,49,45,161,17.4,maigreur,endurance,intermediaire,5,cardio_dominant,3,full_body
homme,43,61,192,16.5,maigreur,perte_poids,debutant,4,HIIT,2,full_body
homme,58,79,181,24.1,normal,prise_masse,debutant,5,musculation,2,ppl
femme,55,66,168,23.4,normal,endurance,avance,5,cardio_dominant,4,full_body
homme,30,118,162,45.0,obesite,perte_poids,intermediaire,3,cardio_dominant,2,full_body
homme,46,85,173,28.4,surpoids,tonification,avance,5,mixte,3,push_pull
femme,16,97,155,40.4,obesite,prise_masse,intermediaire,5,musculation,2,ppl
femme,34,54,153,23.1,normal,perte_poids,avance,5,HIIT,3,full_body
femme,34,57,156,23.4,normal,perte_poids,debutant,3,HIIT,2,full_body
femme,31,80,177,25.5,surpoids,prise_masse,intermediaire,4,musculation,2,push_pull
homme,40,72,161,27.8,surpoids,endurance,debutant,3,cardio_dominant,2,full_body
homme,39,102,175,33.3,obesite,endurance,intermediaire,5,cardio_dominant,3,full_body
femme,28,53,154,22.3,normal,perte_poids,debutant,3,HIIT,2,full_body
femme,31,85,163,32.0,obesite,endurance,avance,4,cardio_dominant,5,full_body
homme,19,86,180,26.5,surpoids,endurance,debutant,4,cardio_dominant,1,full_body
femme,46,95,152,41.1,obesite,prise_masse,avance,5,musculation,3,ppl
femme,27,74,166,26.9,surpoids,endurance,intermediaire,4,cardio_dominant,4,full_body
femme,41,82,158,32.8,obesite,tonification,intermediaire,5,mixte,2,haut_bas
homme,31,112,172,37.9,obesite,prise_masse,debutant,5,musculation,2,ppl
femme,39,98,155,40.8,obesite,tonification,avance,5,mixte,3,push_pull
homme,30,100,188,28.3,surpoids,perte_poids,intermediaire,5,cardio_dominant,2,full_body
femme,42,72,164,26.8,surpoids,tonification,intermediaire,4,mixte,4,haut_bas
femme,44,56,150,24.9,normal,endurance,intermediaire,3,cardio_dominant,3,full_body
homme,48,119,178,37.6,obesite,endurance,debutant,3,cardio_dominant,3,full_body
homme,18,101,164,37.6,obesite,perte_poids,debutant,3,cardio_dominant,1,full_body
femme,65,97,173,32.4,obesite,endurance,intermediaire,5,cardio_dominant,4,full_body
homme,16,88,194,23.4,normal,prise_masse,avance,6,musculation,3,ppl
femme,64,82,176,26.5,surpoids,tonification,intermediaire,5,mixte,3,haut_bas
homme,46,81,174,26.8,surpoids,tonification,debutant,3,mixte,2,haut_bas
femme,36,50,175,16.3,maigreur,tonification,intermediaire,3,mixte,3,haut_bas
femme,51,99,164,36.8,obesite,prise_masse,intermediaire,4,musculation,2,push_pull
homme,58,118,160,46.1,obesite,endurance,avance,5,cardio_dominant,4,full_body
femme,64,70,174,23.1,normal,tonification,avance,5,mixte,3,push_pull
homme,52,97,169,34.0,obesite,perte_poids,debutant,4,cardio_dominant,1,full_body
homme,28,104,194,27.6,surpoids,tonification,debutant,4,mixte,2,haut_bas
femme,59,51,155,21.2,normal,endurance,debutant,3,cardio_dominant,2,full_body
femme,40,49,156,20.1,normal,perte_poids,debutant,4,HIIT,2,full_body
femme,49,68,151,29.8,surpoids,perte_poids,intermediaire,3,cardio_dominant,2,full_body
femme,50,53,153,22.6,normal,tonification,debutant,4,mixte,2,haut_bas
homme,35,81,168,28.7,surpoids,tonification,debutant,4,mixte,3,haut_bas
femme,53,64,168,22.7,normal,prise_masse,avance,5,musculation,3,ppl
femme,44,54,150,24.0,normal,endurance,debutant,3,cardio_dominant,3,full_body
homme,45,113,191,31.0,obesite,endurance,avance,4,cardio_dominant,5,full_body
femme,61,98,172,33.1,obesite,tonification,intermediaire,4,mixte,3,haut_bas
homme,45,110,171,37.6,obesite,tonification,debutant,4,mixte,1,haut_bas
homme,26,85,162,32.4,obesite,perte_poids,intermediaire,4,cardio_dominant,1,full_body
femme,29,91,173,30.4,obesite,perte_poids,avance,5,cardio_dominant,2,full_body
homme,65,119,166,43.2,obesite,endurance,debutant,4,cardio_dominant,2,full_body
homme,45,60,192,16.3,maigreur,endurance,debutant,3,cardio_dominant,2,full_body
femme,28,70,173,23.4,normal,tonification,intermediaire,4,mixte,3,haut_bas
femme,36,53,179,16.5,maigreur,perte_poids,avance,5,HIIT,3,full_body
homme,24,111,175,36.2,obesite,perte_poids,avance,5,cardio_dominant,3,full_body
homme,34,77,166,27.9,surpoids,prise_masse,debutant,4,musculation,2,push_pull
femme,16,93,171,31.8,obesite,prise_masse,debutant,5,musculation,2,ppl
femme,59,47,172,15.9,maigreur,prise_masse,debutant,4,musculation,2,push_pull
homme,19,111,179,34.6,obesite,perte_poids,intermediaire,5,cardio_dominant,2,full_body
femme,28,60,161,23.1,normal,prise_masse,debutant,4,musculation,2,push_pull
homme,30,63,172,21.3,normal,perte_poids,intermediaire,3,HIIT,4,full_body
homme,22,120,186,34.7,obesite,prise_masse,debutant,5,musculation,2,ppl
homme,23,109,185,31.8,obesite,prise_masse,avance,5,musculation,3,ppl
femme,57,70,150,31.1,obesite,endurance,debutant,4,cardio_dominant,2,full_body
homme,57,90,164,33.5,obesite,tonification,debutant,4,mixte,2,haut_bas
homme,61,68,191,18.6,normal,tonification,intermediaire,5,mixte,3,haut_bas
homme,59,104,180,32.1,obesite,endurance,debutant,3,cardio_dominant,2,full_body
femme,54,46,160,18.0,maigreur,tonification,debutant,4,mixte,2,haut_bas
homme,35,70,161,27.0,surpoids,perte_poids,debutant,3,cardio_dominant,2,full_body
homme,47,102,168,36.1,obesite,perte_poids,debutant,4,cardio_dominant,1,full_body
femme,62,60,151,26.3,surpoids,prise_masse,avance,6,musculation,4,ppl
femme,64,86,160,33.6,obesite,prise_masse,intermediaire,4,musculation,2,push_pull
femme,62,99,157,40.2,obesite,endurance,debutant,4,cardio_dominant,2,full_body
homme,54,83,175,27.1,surpoids,perte_poids,avance,5,cardio_dominant,2,full_body
homme,47,63,160,24.6,normal,tonification,avance,4,mixte,1,push_pull
homme,27,66,168,23.4,normal,prise_masse,debutant,4,musculation,2,push_pull
homme,26,94,189,26.3,surpoids,tonification,avance,4,mixte,2,push_pull
homme,56,112,178,35.3,obesite,prise_masse,intermediaire,4,musculation,2,push_pull
femme,26,69,162,26.3,surpoids,perte_poids,intermediaire,4,cardio_dominant,2,full_body
femme,40,93,150,41.3,obesite,prise_masse,intermediaire,5,musculation,1,ppl
femme,32,56,173,18.7,normal,prise_masse,avance,6,musculation,3,ppl
femme,46,83,167,29.8,surpoids,endurance,intermediaire,3,cardio_dominant,3,full_body
femme,16,57,179,17.8,maigreur,prise_masse,debutant,4,musculation,1,push_pull
femme,41,71,179,22.2,normal,tonification,intermediaire,5,mixte,3,haut_bas
femme,42,49,168,17.4,maigreur,endurance,avance,4,cardio_dominant,3,full_body
homme,64,79,170,27.3,surpoids,tonification,avance,5,mixte,1,push_pull
femme,60,68,172,23.0,normal,tonification,avance,4,mixte,3,push_pull
femme,39,47,165,17.3,maigreur,prise_masse,debutant,4,musculation,2,push_pull
homme,32,73,189,20.4,normal,endurance,avance,4,cardio_dominant,4,full_body
homme,41,104,165,38.2,obesite,perte_poids,debutant,3,cardio_dominant,1,full_body
homme,60,87,187,24.9,normal,tonification,debutant,4,mixte,2,haut_bas
femme,62,93,163,35.0,obesite,endurance,avance,4,cardio_dominant,4,full_body
femme,63,58,173,19.4,normal,prise_masse,intermediaire,5,musculation,2,ppl
homme,20,67,160,26.2,surpoids,prise_masse,intermediaire,6,musculation,2,ppl
femme,27,55,163,20.7,normal,endurance,avance,5,cardio_dominant,4,full_body
homme,23,119,171,40.7,obesite,prise_masse,intermediaire,5,musculation,2,ppl
homme,64,78,163,29.4,surpoids,prise_masse,debutant,4,musculation,2,push_pull
femme,22,84,179,26.2,surpoids,tonification,avance,4,mixte,3,push_pull
homme,37,63,177,20.1,normal,tonification,debutant,3,mixte,2,haut_bas
femme,16,51,174,16.8,maigreur,tonification,avance,4,mixte,3,push_pull
homme,40,55,173,18.4,maigreur,perte_poids,debutant,4,HIIT,1,full_body
femme,39,66,163,24.8,normal,endurance,avance,5,cardio_dominant,3,full_body
homme,55,103,185,30.1,obesite,endurance,avance,4,cardio_dominant,3,full_body
femme,60,100,164,37.2,obesite,perte_poids,debutant,4,cardio_dominant,2,full_body
homme,60,90,167,32.3,obesite,perte_poids,avance,4,cardio_dominant,2,full_body
femme,56,45,156,18.5,normal,tonification,avance,5,mixte,3,push_pull
femme,44,88,160,34.4,obesite,perte_poids,avance,4,cardio_dominant,2,full_body
femme,58,75,163,28.2,surpoids,perte_poids,intermediaire,5,cardio_dominant,1,full_body
femme,25,90,156,37.0,obesite,endurance,avance,4,cardio_dominant,4,full_body
homme,26,114,195,30.0,obesite,endurance,avance,5,cardio_dominant,3,full_body
femme,64,55,156,22.6,normal,prise_masse,debutant,4,musculation,2,push_pull
homme,30,90,184,26.6,surpoids,prise_masse,intermediaire,6,musculation,2,ppl
femme,56,79,154,33.3,obesite,perte_poids,avance,5,cardio_dominant,2,full_body
femme,20,83,174,27.4,surpoids,prise_masse,avance,6,musculation,3,ppl
femme,23,61,157,24.7,normal,tonification,debutant,4,mixte,2,haut_bas
homme,52,69,172,23.3,normal,endurance,avance,5,cardio_dominant,4,full_body
femme,35,45,173,15.0,maigreur,tonification,avance,4,mixte,3,push_pull
homme,59,101,180,31.2,obesite,tonification,intermediaire,3,mixte,2,haut_bas
homme,36,113,160,44.1,obesite,perte_poids,intermediaire,3,cardio_dominant,3,full_body
femme,25,74,171,25.3,surpoids,prise_masse,intermediaire,6,musculation,2,ppl
homme,33,70,192,19.0,normal,endurance,intermediaire,5,cardio_dominant,3,full_body
homme,37,62,184,18.3,maigreur,tonification,intermediaire,3,mixte,3,haut_bas
homme,47,77,163,29.0,surpoids,prise_masse,avance,6,musculation,3,ppl
homme,43,98,185,28.6,surpoids,perte_poids,avance,5,cardio_dominant,1,full_body
femme,34,91,166,33.0,obesite,tonification,debutant,4,mixte,2,haut_bas
homme,64,96,168,34.0,obesite,tonification,debutant,3,mixte,3,haut_bas
femme,24,81,155,33.7,obesite,tonification,avance,5,mixte,3,push_pull
femme,63,96,156,39.4,obesite,prise_masse,debutant,4,musculation,3,push_pull
homme,40,73,166,26.5,surpoids,endurance,avance,5,cardio_dominant,4,full_body
homme,27,115,182,34.7,obesite,perte_poids,debutant,3,cardio_dominant,1,full_body
femme,41,91,170,31.5,obesite,tonification,debutant,3,mixte,2,haut_bas
homme,57,77,179,24.0,normal,tonification,intermediaire,5,mixte,2,haut_bas
homme,56,90,184,26.6,surpoids,tonification,avance,5,mixte,2,push_pull
homme,57,117,167,42.0,obesite,perte_poids,debutant,3,cardio_dominant,1,full_body
femme,53,51,173,17.0,maigreur,endurance,avance,4,cardio_dominant,4,full_body
femme,36,51,154,21.5,normal,endurance,avance,4,cardio_dominant,5,full_body
homme,51,105,161,40.5,obesite,tonification,avance,5,mixte,2,push_pull
homme,54,78,167,28.0,surpoids,prise_masse,avance,5,musculation,3,ppl
femme,52,53,151,23.2,normal,endurance,debutant,3,cardio_dominant,2,full_body
homme,48,70,165,25.7,surpoids,endurance,debutant,4,cardio_dominant,2,full_body
homme,35,86,160,33.6,obesite,tonification,avance,4,mixte,1,push_pull
femme,60,76,168,26.9,surpoids,tonification,debutant,4,mixte,2,haut_bas
femme,18,87,153,37.2,obesite,prise_masse,avance,5,musculation,3,ppl
homme,53,82,168,29.1,surpoids,endurance,debutant,4,cardio_dominant,2,full_body
femme,40,61,158,24.4,normal,perte_poids,avance,4,HIIT,3,full_body
homme,50,73,187,20.9,normal,endurance,avance,4,cardio_dominant,4,full_body
femme,58,81,161,31.2,obesite,prise_masse,avance,5,musculation,3,ppl
homme,54,58,184,17.1,maigreur,endurance,intermediaire,3,cardio_dominant,3,full_body
homme,20,107,195,28.1,surpoids,perte_poids,avance,5,cardio_dominant,2,full_body
femme,30,100,154,42.2,obesite,endurance,intermediaire,4,cardio_dominant,3,full_body
femme,23,51,180,15.7,maigreur,prise_masse,intermediaire,4,musculation,2,push_pull
femme,60,67,166,24.3,normal,tonification,debutant,4,mixte,2,haut_bas
homme,27,104,180,32.1,obesite,perte_poids,debutant,4,cardio_dominant,2,full_body
femme,16,61,154,25.7,surpoids,tonification,avance,4,mixte,3,push_pull
homme,62,61,177,19.5,normal,tonification,avance,5,mixte,3,push_pull
homme,44,78,189,21.8,normal,tonification,avance,5,mixte,3,push_pull
femme,30,90,166,32.7,obesite,endurance,intermediaire,4,cardio_dominant,3,full_body
homme,56,66,180,20.4,normal,endurance,intermediaire,3,cardio_dominant,3,full_body
homme,63,65,163,24.5,normal,perte_poids,debutant,4,HIIT,2,full_body
femme,62,77,171,26.3,surpoids,perte_poids,intermediaire,3,cardio_dominant,2,full_body
homme,61,55,172,18.6,normal,tonification,debutant,4,mixte,3,haut_bas
femme,49,97,171,33.2,obesite,prise_masse,avance,5,musculation,3,ppl
homme,24,101,164,37.6,obesite,prise_masse,debutant,5,musculation,1,ppl
femme,23,68,155,28.3,surpoids,tonification,intermediaire,4,mixte,2,haut_bas
homme,34,116,179,36.2,obesite,perte_poids,intermediaire,4,cardio_dominant,2,full_body
femme,48,86,179,26.8,surpoids,prise_masse,intermediaire,4,musculation,1,push_pull
femme,45,84,150,37.3,obesite,perte_poids,intermediaire,4,cardio_dominant,2,full_body
homme,38,106,171,36.3,obesite,perte_poids,intermediaire,3,cardio_dominant,2,full_body
femme,25,77,166,27.9,surpoids,prise_masse,debutant,5,musculation,2,ppl
femme,32,87,174,28.7,surpoids,perte_poids,debutant,3,cardio_dominant,1,full_body
femme,50,56,163,21.1,normal,endurance,intermediaire,4,cardio_dominant,3,full_body
femme,63,67,154,28.3,surpoids,tonification,debutant,4,mixte,2,haut_bas
homme,24,60,178,18.9,normal,perte_poids,debutant,4,HIIT,2,full_body
femme,46,57,171,19.5,normal,perte_poids,debutant,4,HIIT,2,full_body
femme,36,53,172,17.9,maigreur,tonification,avance,5,mixte,3,push_pull
femme,17,51,180,15.7,maigreur,prise_masse,debutant,4,musculation,2,push_pull
homme,54,109,181,33.3,obesite,prise_masse,debutant,4,musculation,2,push_pull
femme,43,93,152,40.3,obesite,endurance,intermediaire,3,cardio_dominant,3,full_body
homme,60,88,167,31.6,obesite,prise_masse,intermediaire,4,musculation,2,push_pull
femme,22,95,172,32.1,obesite,prise_masse,intermediaire,6,musculation,3,ppl
homme,23,84,169,29.4,surpoids,prise_masse,avance,5,musculation,3,ppl
femme,55,46,163,17.3,maigreur,prise_masse,debutant,4,musculation,2,push_pull
homme,60,94,193,25.2,surpoids,tonification,intermediaire,5,mixte,1,haut_bas
homme,48,62,190,17.2,maigreur,endurance,intermediaire,4,cardio_dominant,3,full_body
femme,38,62,161,23.9,normal,perte_poids,intermediaire,5,HIIT,3,full_body
femme,19,45,151,19.7,normal,perte_poids,debutant,4,HIIT,2,full_body
femme,27,72,153,30.8,obesite,endurance,avance,5,cardio_dominant,3,full_body
femme,58,51,153,21.8,normal,endurance,intermediaire,3,cardio_dominant,3,full_body
homme,31,102,183,30.5,obesite,endurance,intermediaire,5,cardio_dominant,3,full_body
femme,63,85,154,35.8,obesite,perte_poids,debutant,3,cardio_dominant,1,full_body
homme,20,67,188,19.0,normal,prise_masse,avance,6,musculation,3,ppl
femme,18,54,173,18.0,maigreur,prise_masse,avance,5,musculation,2,ppl
femme,61,85,164,31.6,obesite,endurance,intermediaire,3,cardio_dominant,2,full_body
homme,17,119,193,31.9,obesite,tonification,intermediaire,3,mixte,2,haut_bas
homme,63,79,163,29.7,surpoids,endurance,debutant,4,cardio_dominant,2,full_body
homme,51,104,192,28.2,surpoids,prise_masse,intermediaire,5,musculation,2,ppl
femme,52,55,150,24.4,normal,prise_masse,debutant,4,musculation,2,push_pull
homme,35,88,193,23.6,normal,tonification,avance,4,mixte,2,push_pull
femme,50,47,157,19.1,normal,perte_poids,debutant,3,HIIT,2,full_body
homme,57,61,177,19.5,normal,endurance,debutant,3,cardio_dominant,1,full_body
homme,36,102,182,30.8,obesite,perte_poids,debutant,3,cardio_dominant,1,full_body
femme,34,84,178,26.5,surpoids,prise_masse,intermediaire,5,musculation,1,ppl
homme,32,77,177,24.6,normal,endurance,debutant,3,cardio_dominant,2,full_body
homme,44,81,176,26.1,surpoids,tonification,avance,4,mixte,2,push_pull
homme,62,84,188,23.8,normal,tonification,debutant,4,mixte,2,haut_bas
femme,27,74,155,30.8,obesite,perte_poids,intermediaire,3,cardio_dominant,2,full_body
femme,35,46,159,18.2,maigreur,prise_masse,avance,5,musculation,1,ppl
femme,43,49,154,20.7,normal,prise_masse,debutant,4,musculation,2,push_pull
femme,62,53,166,19.2,normal,perte_poids,avance,4,HIIT,3,full_body
femme,16,97,153,41.4,obesite,tonification,debutant,3,mixte,2,haut_bas
homme,22,56,160,21.9,normal,endurance,debutant,4,cardio_dominant,1,full_body
homme,26,111,190,30.7,obesite,prise_masse,debutant,5,musculation,2,ppl
homme,56,89,194,23.6,normal,prise_masse,debutant,4,musculation,2,push_pull
homme,48,68,178,21.5,normal,perte_poids,avance,5,HIIT,3,full_body
homme,25,104,187,29.7,surpoids,perte_poids,debutant,4,cardio_dominant,1,full_body
homme,26,117,167,42.0,obesite,tonification,avance,4,mixte,2,push_pull
femme,23,66,169,23.1,normal,endurance,debutant,4,cardio_dominant,1,full_body
homme,43,77,169,27.0,surpoids,perte_poids,avance,5,cardio_dominant,2,full_body
femme,55,64,171,21.9,normal,prise_masse,avance,6,musculation,3,ppl
homme,61,88,183,26.3,surpoids,endurance,intermediaire,3,cardio_dominant,4,full_body
homme,44,104,169,36.4,obesite,prise_masse,intermediaire,6,musculation,3,ppl
femme,62,72,168,25.5,surpoids,perte_poids,debutant,4,cardio_dominant,1,full_body
femme,38,69,174,22.8,normal,prise_masse,debutant,5,musculation,2,ppl
femme,37,85,175,27.8,surpoids,tonification,avance,4,mixte,4,push_pull
homme,50,118,195,31.0,obesite,tonification,intermediaire,5,mixte,2,haut_bas
homme,60,83,186,24.0,normal,tonification,debutant,3,mixte,2,haut_bas
homme,24,115,183,34.3,obesite,prise_masse,debutant,4,musculation,2,push_pull
femme,25,74,159,29.3,surpoids,endurance,debutant,4,cardio_dominant,2,full_body
homme,60,70,168,24.8,normal,perte_poids,avance,4,HIIT,3,full_body
homme,58,68,163,25.6,surpoids,tonification,intermediaire,5,mixte,2,haut_bas
homme,21,73,183,21.8,normal,perte_poids,debutant,3,HIIT,2,full_body
femme,24,92,165,33.8,obesite,prise_masse,debutant,5,musculation,2,ppl
femme,34,45,172,15.2,maigreur,tonification,avance,4,mixte,3,push_pull
homme,41,56,170,19.4,normal,prise_masse,avance,6,musculation,3,ppl
femme,61,64,166,23.2,normal,endurance,avance,4,cardio_dominant,4,full_body
homme,24,103,193,27.7,surpoids,endurance,debutant,3,cardio_dominant,2,full_body
homme,60,64,171,21.9,normal,prise_masse,intermediaire,5,musculation,2,ppl
femme,39,96,151,42.1,obesite,tonification,debutant,4,mixte,2,haut_bas
homme,17,97,183,29.0,surpoids,perte_poids,debutant,3,cardio_dominant,1,full_body
homme,28,94,160,36.7,obesite,perte_poids,debutant,3,cardio_dominant,1,full_body
homme,52,60,165,22.0,normal,prise_masse,intermediaire,5,musculation,2,ppl
femme,64,67,150,29.8,surpoids,perte_poids,intermediaire,4,cardio_dominant,1,full_body
homme,60,71,182,21.4,normal,endurance,intermediaire,5,cardio_dominant,3,full_body
femme,25,94,175,30.7,obesite,perte_poids,avance,4,cardio_dominant,2,full_body
femme,18,99,177,31.6,obesite,tonification,avance,5,mixte,3,push_pull
femme,30,90,152,39.0,obesite,perte_poids,avance,4,cardio_dominant,3,full_body
homme,44,98,193,26.3,surpoids,prise_masse,avance,5,musculation,3,ppl
femme,65,90,178,28.4,surpoids,tonification,debutant,4,mixte,2,haut_bas
homme,16,67,191,18.4,maigreur,prise_masse,avance,5,musculation,3,ppl
femme,36,74,153,31.6,obesite,perte_poids,intermediaire,3,cardio_dominant,1,full_body
homme,21,100,183,29.9,surpoids,perte_poids,intermediaire,3,cardio_dominant,2,full_body
femme,44,93,158,37.3,obesite,endurance,intermediaire,5,cardio_dominant,2,full_body
homme,41,91,183,27.2,surpoids,tonification,debutant,4,mixte,1,haut_bas
homme,39,95,192,25.8,surpoids,tonification,intermediaire,3,mixte,2,haut_bas
femme,57,84,151,36.8,obesite,endurance,avance,4,cardio_dominant,5,full_body
homme,40,92,166,33.4,obesite,perte_poids,debutant,3,cardio_dominant,1,full_body
homme,38,66,189,18.5,normal,prise_masse,intermediaire,5,musculation,2,ppl
femme,22,91,155,37.9,obesite,perte_poids,debutant,4,cardio_dominant,2,full_body
homme,37,95,164,35.3,obesite,tonification,intermediaire,5,mixte,2,haut_bas
femme,50,47,164,17.5,maigreur,perte_poids,intermediaire,3,HIIT,2,full_body
homme,19,103,162,39.2,obesite,prise_masse,intermediaire,5,musculation,3,ppl
femme,17,100,156,41.1,obesite,prise_masse,debutant,5,musculation,2,ppl
homme,41,90,164,33.5,obesite,perte_poids,debutant,3,cardio_dominant,1,full_body
femme,32,87,156,35.7,obesite,tonification,avance,4,mixte,4,push_pull
homme,28,76,179,23.7,normal,tonification,intermediaire,4,mixte,1,haut_bas
femme,26,95,172,32.1,obesite,tonification,avance,5,mixte,3,push_pull
femme,28,83,175,27.1,surpoids,perte_poids,avance,4,cardio_dominant,3,full_body
homme,25,56,180,17.3,maigreur,endurance,avance,5,cardio_dominant,3,full_body
femme,42,88,175,28.7,surpoids,endurance,debutant,4,cardio_dominant,2,full_body
homme,18,67,188,19.0,normal,tonification,debutant,3,mixte,3,haut_bas
homme,54,76,194,20.2,normal,tonification,avance,5,mixte,2,push_pull
homme,39,102,160,39.8,obesite,prise_masse,avance,5,musculation,3,ppl
femme,45,86,165,31.6,obesite,perte_poids,avance,5,cardio_dominant,2,full_body
femme,23,66,174,21.8,normal,tonification,avance,4,mixte,3,push_pull
femme,50,55,169,19.3,normal,prise_masse,avance,6,musculation,3,ppl
femme,22,99,169,34.7,obesite,endurance,avance,4,cardio_dominant,5,full_body
