payment_id,member_id,sub_id,amount,payment_date,month,method,status,plan_name
8746,784,6742,48.89,2025-11-27,2025-11,VIREMENT,PAID,Standard Premium
8747,784,6743,47.12,2025-12-30,2025-12,CASH,PAID,Standard Premium
8748,784,6744,85.05,2026-01-31,2026-01,VIREMENT,PAID,CrossFit Elite
8749,784,6744,84.57,2026-02-02,2026-02,VIREMENT,PAID,CrossFit Elite
8750,784,6744,84.56,2026-01-31,2026-01,VIREMENT,PENDING,CrossFit Elite
8751,784,6744,92.83,2026-02-01,2026-02,VIREMENT,FAILED,CrossFit Elite
8752,785,6745,57.07,2025-11-13,2025-11,CASH,PAID,Yoga Flow
8753,785,6746,15.34,2025-12-10,2025-12,CARD,PAID,Day Pass
8754,785,6746,14.96,2025-12-13,2025-12,CARD,PAID,Day Pass
8755,785,6746,15.46,2025-12-10,2025-12,CARD,FAILED,Day Pass
8756,785,6746,15.45,2025-12-15,2025-12,CARD,PAID,Day Pass
8757,785,6747,47.16,2025-12-20,2025-12,CASH,PAID,Standard Premium
8758,785,6748,14.6,2026-01-18,2026-01,CASH,PAID,Day Pass
8759,785,6748,14.76,2026-01-17,2026-01,CASH,PAID,Day Pass
8760,785,6748,14.85,2026-01-16,2026-01,CASH,FAILED,Day Pass
8761,785,6748,15.06,2026-01-17,2026-01,CASH,PAID,Day Pass
8762,786,6749,49.65,2025-03-11,2025-03,CASH,PAID,Standard Premium
8763,786,6750,88.24,2025-04-05,2025-04,CASH,PAID,CrossFit Elite
8764,786,6751,47.05,2025-05-13,2025-05,CARD,PAID,Standard Premium
8765,786,6752,48.55,2025-06-13,2025-06,CARD,PAID,Standard Premium
8766,786,6753,61.71,2025-07-17,2025-07,CARD,PAID,Yoga Flow
8767,786,6754,92.24,2025-08-19,2025-08,CASH,PAID,CrossFit Elite
8768,786,6755,15.54,2025-09-19,2025-09,CASH,PAID,Day Pass
8769,786,6756,84.77,2025-09-24,2025-09,CASH,PAID,CrossFit Elite
8770,786,6757,60.95,2025-10-26,2025-10,CASH,PENDING,Yoga Flow
8771,786,6758,48.93,2025-11-25,2025-11,VIREMENT,PAID,Standard Premium
8772,786,6759,59.18,2025-12-23,2025-12,CASH,PENDING,Yoga Flow
8773,786,6760,48.49,2026-01-23,2026-01,CARD,PAID,Standard Premium
8774,786,6761,89.52,2026-02-27,2026-02,CASH,FAILED,CrossFit Elite
8775,787,6762,14.27,2024-12-07,2024-12,CASH,PAID,Day Pass
8776,787,6762,15.29,2024-12-07,2024-12,CASH,PAID,Day Pass
8777,787,6762,14.72,2024-12-04,2024-12,CASH,PENDING,Day Pass
8778,787,6763,49.84,2024-12-05,2024-12,CARD,PAID,Standard Premium
8779,787,6764,15.52,2025-01-04,2025-01,CASH,PAID,Day Pass
8780,787,6764,15.15,2025-01-02,2025-01,CASH,PAID,Day Pass
8781,787,6764,14.51,2025-01-03,2025-01,CASH,PAID,Day Pass
8782,787,6764,14.52,2025-01-03,2025-01,CASH,PAID,Day Pass
8783,787,6765,92.71,2025-01-05,2025-01,CASH,PAID,CrossFit Elite
8784,787,6766,87.97,2025-02-08,2025-02,VIREMENT,PAID,CrossFit Elite
8785,787,6767,47.21,2025-03-08,2025-03,CARD,PAID,Standard Premium
8786,787,6768,92.13,2025-04-10,2025-04,CASH,PAID,CrossFit Elite
8787,787,6769,61.79,2025-05-19,2025-05,CASH,PAID,Yoga Flow
8788,787,6770,60.0,2025-06-21,2025-06,VIREMENT,PAID,Yoga Flow
8789,787,6771,49.95,2025-07-25,2025-07,CASH,PAID,Standard Premium
8790,787,6772,14.59,2025-08-28,2025-08,CASH,PAID,Day Pass
8791,787,6773,92.83,2025-09-02,2025-09,CASH,PAID,CrossFit Elite
8792,787,6774,47.88,2025-09-29,2025-09,VIREMENT,PAID,Standard Premium
8793,787,6775,48.48,2025-11-03,2025-11,CARD,PAID,Standard Premium
8794,787,6776,49.49,2025-12-05,2025-12,CASH,PAID,Standard Premium
8795,787,6777,86.71,2026-01-04,2026-01,CASH,PAID,CrossFit Elite
8796,787,6777,93.32,2026-01-06,2026-01,CASH,PAID,CrossFit Elite
8797,787,6777,87.8,2026-01-04,2026-01,CASH,FAILED,CrossFit Elite
8798,787,6777,85.97,2026-01-04,2026-01,CASH,PAID,CrossFit Elite
8799,788,6778,91.36,2025-09-06,2025-09,CARD,PAID,CrossFit Elite
8800,788,6779,48.27,2025-10-11,2025-10,CASH,PENDING,Standard Premium
8801,788,6780,14.53,2025-11-10,2025-11,CASH,PENDING,Day Pass
8802,788,6780,14.83,2025-11-07,2025-11,CASH,PAID,Day Pass
8803,788,6780,15.3,2025-11-09,2025-11,CASH,PAID,Day Pass
8804,788,6780,14.33,2025-11-11,2025-11,CASH,PAID,Day Pass
8805,788,6781,15.19,2025-11-16,2025-11,CARD,FAILED,Day Pass
8806,788,6781,14.65,2025-11-13,2025-11,CARD,PAID,Day Pass
8807,788,6781,14.66,2025-11-13,2025-11,CARD,PAID,Day Pass
8808,788,6782,14.85,2025-11-18,2025-11,CASH,PAID,Day Pass
8809,788,6782,15.11,2025-11-18,2025-11,CASH,PENDING,Day Pass
8810,788,6782,14.45,2025-11-19,2025-11,CASH,PAID,Day Pass
8811,788,6783,58.32,2025-11-26,2025-11,CASH,PAID,Yoga Flow
8812,788,6784,59.24,2025-12-28,2025-12,CARD,PAID,Yoga Flow
8813,788,6785,60.47,2026-01-24,2026-01,CASH,PAID,Yoga Flow
8814,788,6786,91.7,2026-03-01,2026-03,VIREMENT,PAID,CrossFit Elite
8815,789,6787,85.61,2025-03-14,2025-03,CASH,PAID,CrossFit Elite
8816,789,6788,46.91,2025-04-15,2025-04,CARD,PAID,Standard Premium
8817,789,6789,57.06,2025-05-16,2025-05,VIREMENT,PAID,Yoga Flow
8818,789,6790,85.09,2025-06-18,2025-06,CASH,PAID,CrossFit Elite
8819,789,6791,14.33,2025-07-16,2025-07,CASH,PAID,Day Pass
8820,789,6791,14.87,2025-07-21,2025-07,CASH,PAID,Day Pass
8821,789,6791,14.25,2025-07-19,2025-07,CASH,PENDING,Day Pass
8822,789,6792,47.53,2025-07-24,2025-07,VIREMENT,PENDING,Standard Premium
8823,789,6793,90.94,2025-08-24,2025-08,CASH,FAILED,CrossFit Elite
8824,789,6794,85.88,2025-09-30,2025-09,VIREMENT,PENDING,CrossFit Elite
8825,789,6795,46.84,2025-10-31,2025-10,CASH,PAID,Standard Premium
8826,789,6796,88.68,2025-12-08,2025-12,CASH,FAILED,CrossFit Elite
8827,789,6797,48.33,2026-01-07,2026-01,CARD,PAID,Standard Premium
8828,789,6798,48.1,2026-02-07,2026-02,VIREMENT,PAID,Standard Premium
8829,789,6799,57.15,2026-03-09,2026-03,CASH,PAID,Yoga Flow
8830,789,6800,60.43,2026-04-14,2026-04,CARD,PAID,Yoga Flow
8831,790,6801,49.98,2025-02-24,2025-02,CASH,PAID,Standard Premium
8832,790,6802,59.45,2025-04-01,2025-04,CARD,PAID,Yoga Flow
8833,790,6803,50.26,2025-05-03,2025-05,CASH,PAID,Standard Premium
8834,790,6804,50.9,2025-05-29,2025-05,CASH,PENDING,Standard Premium
8835,790,6805,85.83,2025-07-03,2025-07,CARD,PAID,CrossFit Elite
8836,790,6806,57.39,2025-08-02,2025-08,VIREMENT,PAID,Yoga Flow
8837,790,6807,15.34,2025-09-05,2025-09,CARD,PAID,Day Pass
8838,790,6808,48.44,2025-09-09,2025-09,CASH,PAID,Standard Premium
8839,790,6809,91.82,2025-10-16,2025-10,CASH,PAID,CrossFit Elite
8840,790,6810,50.13,2025-11-11,2025-11,CASH,PAID,Standard Premium
8841,790,6811,57.03,2025-12-11,2025-12,CARD,PAID,Yoga Flow
8842,790,6812,59.2,2026-01-11,2026-01,CARD,PAID,Yoga Flow
8843,790,6813,60.97,2026-02-09,2026-02,CASH,PAID,Yoga Flow
8844,790,6814,93.13,2026-03-14,2026-03,CARD,PAID,CrossFit Elite
8845,790,6815,50.03,2026-04-18,2026-04,CARD,PAID,Standard Premium
8846,791,6816,49.38,2026-03-07,2026-03,CARD,PAID,Standard Premium
8847,791,6817,15.45,2026-04-02,2026-04,VIREMENT,PAID,Day Pass
8848,791,6817,15.27,2026-04-03,2026-04,VIREMENT,FAILED,Day Pass
8849,791,6817,15.14,2026-04-07,2026-04,VIREMENT,PENDING,Day Pass
8850,791,6818,50.58,2026-04-04,2026-04,CASH,PAID,Standard Premium
8851,792,6819,48.82,2024-11-26,2024-11,CARD,PAID,Standard Premium
8852,792,6820,48.86,2024-12-31,2024-12,CASH,PAID,Standard Premium
8853,792,6821,61.54,2025-01-30,2025-01,CARD,PAID,Yoga Flow
8854,792,6822,61.61,2025-03-05,2025-03,VIREMENT,PAID,Yoga Flow
8855,792,6823,56.88,2025-04-14,2025-04,VIREMENT,PAID,Yoga Flow
8856,792,6824,90.52,2025-05-13,2025-05,CARD,PAID,CrossFit Elite
8857,792,6825,91.15,2025-06-16,2025-06,CASH,PENDING,CrossFit Elite
8858,792,6826,51.15,2025-07-14,2025-07,CASH,PAID,Standard Premium
8859,792,6827,14.49,2025-08-20,2025-08,CASH,PAID,Day Pass
8860,792,6827,15.36,2025-08-19,2025-08,CASH,PENDING,Day Pass
8861,792,6827,15.04,2025-08-20,2025-08,CASH,PENDING,Day Pass
8862,792,6827,14.62,2025-08-18,2025-08,CASH,PAID,Day Pass
8863,792,6828,14.73,2025-08-21,2025-08,VIREMENT,PENDING,Day Pass
8864,792,6829,57.38,2025-08-25,2025-08,CASH,PENDING,Yoga Flow
8865,792,6830,90.32,2025-09-28,2025-09,CASH,PAID,CrossFit Elite
8866,792,6831,49.71,2025-10-29,2025-10,VIREMENT,PAID,Standard Premium
8867,792,6832,49.4,2025-12-01,2025-12,CARD,PAID,Standard Premium
8868,792,6833,57.06,2026-01-01,2026-01,CASH,PAID,Yoga Flow
8869,792,6834,86.82,2026-02-01,2026-02,CASH,PAID,CrossFit Elite
8870,792,6835,49.28,2026-03-08,2026-03,VIREMENT,PAID,Standard Premium
8871,792,6836,91.61,2026-04-11,2026-04,CASH,FAILED,CrossFit Elite
8872,793,6837,89.22,2025-07-20,2025-07,CASH,PAID,CrossFit Elite
8873,793,6838,47.06,2025-08-25,2025-08,CASH,PAID,Standard Premium
8874,793,6839,92.49,2025-09-27,2025-09,VIREMENT,FAILED,CrossFit Elite
8875,793,6840,49.17,2025-11-05,2025-11,CASH,PAID,Standard Premium
8876,793,6841,49.5,2025-12-04,2025-12,CASH,PAID,Standard Premium
8877,793,6842,92.27,2026-01-08,2026-01,CARD,PAID,CrossFit Elite
8878,793,6843,90.55,2026-02-11,2026-02,CARD,PAID,CrossFit Elite
8879,793,6844,59.35,2026-03-13,2026-03,VIREMENT,PAID,Yoga Flow
8880,793,6845,50.59,2026-04-13,2026-04,VIREMENT,PAID,Standard Premium
8881,794,6846,61.15,2025-10-01,2025-10,CARD,PAID,Yoga Flow
8882,794,6847,92.97,2025-11-01,2025-11,VIREMENT,PAID,CrossFit Elite
8883,794,6848,48.75,2025-12-03,2025-12,CASH,PAID,Standard Premium
8884,794,6849,48.36,2026-01-05,2026-01,CARD,PAID,Standard Premium
8885,794,6850,14.37,2026-02-04,2026-02,CASH,PAID,Day Pass
8886,794,6850,15.52,2026-02-07,2026-02,CASH,PAID,Day Pass
8887,794,6851,50.44,2026-02-12,2026-02,CASH,PENDING,Standard Premium
8888,794,6852,59.63,2026-03-12,2026-03,CASH,PAID,Yoga Flow
8889,794,6853,48.9,2026-04-15,2026-04,VIREMENT,PENDING,Standard Premium
8890,795,6854,60.58,2025-11-08,2025-11,CARD,PAID,Yoga Flow
8891,795,6855,49.29,2025-12-10,2025-12,VIREMENT,PAID,Standard Premium
8892,795,6856,92.31,2026-01-08,2026-01,CARD,PAID,CrossFit Elite
8893,795,6857,90.56,2026-02-13,2026-02,CASH,PAID,CrossFit Elite
8894,795,6858,15.32,2026-03-12,2026-03,CARD,PAID,Day Pass
8895,795,6858,15.2,2026-03-10,2026-03,CARD,PAID,Day Pass
8896,795,6858,15.15,2026-03-12,2026-03,CARD,PAID,Day Pass
8897,795,6858,15.11,2026-03-13,2026-03,CARD,PAID,Day Pass
8898,796,6859,46.67,2025-12-28,2025-12,CASH,PAID,Standard Premium
8899,796,6860,46.87,2026-02-02,2026-02,CASH,FAILED,Standard Premium
8900,796,6861,58.87,2026-03-08,2026-03,CARD,PAID,Yoga Flow
8901,796,6862,61.7,2026-04-10,2026-04,CASH,PAID,Yoga Flow
8902,797,6863,48.12,2025-02-03,2025-02,VIREMENT,PAID,Standard Premium
8903,797,6864,92.06,2025-03-05,2025-03,CASH,PENDING,CrossFit Elite
8904,797,6865,57.34,2025-04-05,2025-04,CASH,PAID,Yoga Flow
8905,797,6866,93.19,2025-05-10,2025-05,CASH,PAID,CrossFit Elite
8906,797,6867,48.94,2025-06-09,2025-06,CASH,PAID,Standard Premium
8907,797,6868,15.41,2025-07-13,2025-07,VIREMENT,PAID,Day Pass
8908,797,6868,14.76,2025-07-11,2025-07,VIREMENT,PAID,Day Pass
8909,797,6869,57.25,2025-07-17,2025-07,CASH,PAID,Yoga Flow
8910,797,6870,47.57,2025-08-17,2025-08,CASH,PAID,Standard Premium
8911,797,6871,61.35,2025-09-20,2025-09,CASH,PAID,Yoga Flow
8912,797,6872,51.33,2025-10-19,2025-10,CARD,PENDING,Standard Premium
8913,797,6873,14.35,2025-11-21,2025-11,CASH,PAID,Day Pass
8914,797,6874,60.43,2025-11-27,2025-11,VIREMENT,PENDING,Yoga Flow
8915,797,6875,86.3,2025-12-28,2025-12,CARD,PENDING,CrossFit Elite
8916,797,6876,15.1,2026-01-29,2026-01,CASH,PAID,Day Pass
8917,797,6876,14.88,2026-01-30,2026-01,CASH,PAID,Day Pass
8918,797,6877,60.72,2026-02-03,2026-02,CARD,PAID,Yoga Flow
8919,797,6877,60.84,2026-02-05,2026-02,CARD,PENDING,Yoga Flow
8920,797,6877,56.98,2026-02-03,2026-02,CARD,PAID,Yoga Flow
8921,798,6878,92.77,2024-12-13,2024-12,CASH,PAID,CrossFit Elite
8922,798,6879,89.02,2025-01-20,2025-01,CASH,PENDING,CrossFit Elite
8923,798,6880,85.81,2025-02-25,2025-02,CASH,PAID,CrossFit Elite
8924,798,6881,91.0,2025-03-26,2025-03,CARD,PAID,CrossFit Elite
8925,798,6882,87.06,2025-05-01,2025-05,CASH,PAID,CrossFit Elite
8926,798,6883,47.62,2025-06-04,2025-06,CASH,PAID,Standard Premium
8927,798,6884,85.99,2025-07-06,2025-07,VIREMENT,PENDING,CrossFit Elite
8928,798,6885,57.25,2025-08-05,2025-08,CASH,PAID,Yoga Flow
8929,798,6886,92.88,2025-09-05,2025-09,CASH,PAID,CrossFit Elite
8930,798,6887,48.37,2025-10-06,2025-10,VIREMENT,PAID,Standard Premium
8931,798,6888,57.86,2025-11-04,2025-11,CARD,PENDING,Yoga Flow
8932,798,6889,51.23,2025-12-06,2025-12,CASH,PAID,Standard Premium
8933,798,6890,14.49,2026-01-05,2026-01,CARD,PAID,Day Pass
8934,798,6890,14.6,2026-01-05,2026-01,CARD,PAID,Day Pass
8935,798,6890,14.3,2026-01-09,2026-01,CARD,PENDING,Day Pass
8936,798,6891,50.65,2026-01-09,2026-01,VIREMENT,PAID,Standard Premium
8937,798,6892,90.34,2026-02-12,2026-02,CARD,PAID,CrossFit Elite
8938,799,6893,57.17,2025-07-26,2025-07,CARD,PAID,Yoga Flow
8939,799,6894,84.87,2025-08-22,2025-08,CARD,PENDING,CrossFit Elite
8940,799,6895,61.75,2025-09-22,2025-09,VIREMENT,PAID,Yoga Flow
8941,799,6896,48.74,2025-10-29,2025-10,CASH,PAID,Standard Premium
8942,799,6897,49.18,2025-11-24,2025-11,CASH,PAID,Standard Premium
8943,799,6898,50.14,2026-01-01,2026-01,CASH,PAID,Standard Premium
8944,799,6899,88.37,2026-01-28,2026-01,CASH,PAID,CrossFit Elite
8945,799,6900,92.14,2026-03-08,2026-03,CARD,PAID,CrossFit Elite
8946,799,6901,50.25,2026-04-09,2026-04,CARD,PENDING,Standard Premium
8947,800,6902,51.33,2025-12-25,2025-12,CASH,PAID,Standard Premium
8948,800,6903,48.18,2026-01-27,2026-01,CARD,PAID,Standard Premium
8949,800,6904,93.14,2026-02-27,2026-02,CASH,PAID,CrossFit Elite
8950,801,6905,89.11,2025-08-22,2025-08,VIREMENT,PENDING,CrossFit Elite
8951,801,6906,90.28,2025-09-18,2025-09,CASH,PAID,CrossFit Elite
8952,801,6907,56.26,2025-10-21,2025-10,CARD,PAID,Yoga Flow
8953,801,6908,89.26,2025-11-22,2025-11,CASH,PAID,CrossFit Elite
8954,801,6909,87.16,2025-12-27,2025-12,CASH,PAID,CrossFit Elite
8955,801,6910,47.36,2026-01-26,2026-01,VIREMENT,PAID,Standard Premium
8956,801,6911,88.17,2026-02-27,2026-02,CASH,PAID,CrossFit Elite
8957,801,6912,57.41,2026-03-27,2026-03,CARD,PAID,Yoga Flow
8958,801,6913,92.46,2026-04-28,2026-04,CARD,PAID,CrossFit Elite
8959,802,6914,92.35,2025-12-29,2025-12,CASH,FAILED,CrossFit Elite
8960,802,6915,92.31,2026-02-03,2026-02,VIREMENT,PAID,CrossFit Elite
8961,802,6916,58.99,2026-03-11,2026-03,CARD,PAID,Yoga Flow
8962,802,6917,61.95,2026-04-12,2026-04,CASH,PAID,Yoga Flow
8963,803,6918,14.51,2025-01-28,2025-01,CASH,PENDING,Day Pass
8964,803,6919,57.51,2025-02-05,2025-02,CASH,PAID,Yoga Flow
8965,803,6920,56.17,2025-03-11,2025-03,CARD,PAID,Yoga Flow
8966,803,6921,46.64,2025-04-12,2025-04,CARD,PAID,Standard Premium
8967,803,6922,57.61,2025-05-19,2025-05,CASH,PAID,Yoga Flow
8968,803,6923,14.75,2025-06-19,2025-06,CASH,PAID,Day Pass
8969,803,6923,15.6,2025-06-15,2025-06,CASH,PAID,Day Pass
8970,803,6923,14.94,2025-06-14,2025-06,CASH,PAID,Day Pass
8971,803,6923,15.7,2025-06-19,2025-06,CASH,PENDING,Day Pass
8972,803,6924,15.34,2025-06-21,2025-06,CASH,PAID,Day Pass
8973,803,6924,15.21,2025-06-18,2025-06,CASH,PAID,Day Pass
8974,803,6924,14.48,2025-06-19,2025-06,CASH,PAID,Day Pass
8975,803,6924,15.51,2025-06-19,2025-06,CASH,PAID,Day Pass
8976,803,6925,47.63,2025-06-21,2025-06,CASH,PAID,Standard Premium
8977,803,6926,50.12,2025-07-20,2025-07,CASH,PAID,Standard Premium
8978,803,6927,48.42,2025-08-26,2025-08,CASH,PAID,Standard Premium
8979,803,6928,47.29,2025-10-01,2025-10,CASH,PAID,Standard Premium
8980,803,6929,57.09,2025-11-01,2025-11,CASH,FAILED,Yoga Flow
8981,803,6930,91.95,2025-12-03,2025-12,CARD,PAID,CrossFit Elite
8982,803,6931,49.65,2026-01-04,2026-01,CARD,PENDING,Standard Premium
8983,803,6931,49.46,2026-01-09,2026-01,CARD,PAID,Standard Premium
8984,803,6931,47.08,2026-01-04,2026-01,CARD,PAID,Standard Premium
8985,803,6931,47.21,2026-01-05,2026-01,CARD,PAID,Standard Premium
8986,804,6932,49.01,2025-02-26,2025-02,CASH,PAID,Standard Premium
8987,804,6933,49.77,2025-03-29,2025-03,CASH,PAID,Standard Premium
8988,804,6934,58.1,2025-04-24,2025-04,VIREMENT,PAID,Yoga Flow
8989,804,6935,48.76,2025-05-30,2025-05,VIREMENT,PAID,Standard Premium
8990,804,6936,86.87,2025-07-02,2025-07,CARD,PAID,CrossFit Elite
8991,804,6937,90.42,2025-08-04,2025-08,CARD,PAID,CrossFit Elite
8992,804,6938,48.78,2025-09-04,2025-09,CASH,PAID,Standard Premium
8993,804,6939,57.44,2025-10-06,2025-10,CASH,PAID,Yoga Flow
8994,804,6940,14.64,2025-11-09,2025-11,CASH,PAID,Day Pass
8995,804,6940,14.48,2025-11-12,2025-11,CASH,PAID,Day Pass
8996,804,6941,87.22,2025-11-16,2025-11,CASH,PENDING,CrossFit Elite
8997,804,6942,46.83,2025-12-18,2025-12,CASH,PAID,Standard Premium
8998,804,6943,61.4,2026-01-19,2026-01,VIREMENT,PAID,Yoga Flow
8999,804,6944,15.63,2026-02-24,2026-02,CASH,PENDING,Day Pass
9000,805,6945,14.59,2024-12-30,2024-12,CARD,PAID,Day Pass
9001,805,6945,14.4,2024-12-31,2024-12,CARD,PAID,Day Pass
9002,805,6946,92.28,2025-01-02,2025-01,CASH,PAID,CrossFit Elite
9003,805,6947,87.2,2025-02-05,2025-02,VIREMENT,PAID,CrossFit Elite
9004,805,6948,59.06,2025-03-04,2025-03,CASH,PAID,Yoga Flow
9005,805,6949,48.19,2025-04-12,2025-04,CASH,PAID,Standard Premium
9006,805,6950,58.33,2025-05-11,2025-05,CARD,PAID,Yoga Flow
9007,805,6951,47.88,2025-06-13,2025-06,CASH,PAID,Standard Premium
9008,805,6952,91.17,2025-07-16,2025-07,CARD,PENDING,CrossFit Elite
9009,805,6953,93.07,2025-08-18,2025-08,VIREMENT,PAID,CrossFit Elite
9010,805,6954,61.44,2025-09-17,2025-09,CARD,PAID,Yoga Flow
9011,805,6955,87.15,2025-10-19,2025-10,CARD,PAID,CrossFit Elite
9012,805,6956,91.27,2025-11-21,2025-11,CARD,FAILED,CrossFit Elite
9013,805,6957,59.66,2025-12-23,2025-12,CARD,PAID,Yoga Flow
9014,805,6958,56.58,2026-01-24,2026-01,CASH,PAID,Yoga Flow
9015,805,6959,86.02,2026-02-25,2026-02,CASH,PAID,CrossFit Elite
9016,805,6959,86.07,2026-03-02,2026-03,CASH,PAID,CrossFit Elite
9017,805,6959,85.52,2026-02-25,2026-02,CASH,PAID,CrossFit Elite
9018,806,6960,46.76,2026-03-09,2026-03,VIREMENT,PAID,Standard Premium
9019,807,6961,57.08,2025-02-01,2025-02,CARD,PAID,Yoga Flow
9020,807,6962,85.77,2025-03-02,2025-03,CARD,PAID,CrossFit Elite
9021,807,6963,49.23,2025-04-03,2025-04,CASH,PAID,Standard Premium
9022,807,6964,50.11,2025-05-08,2025-05,CARD,PAID,Standard Premium
9023,807,6965,85.53,2025-06-08,2025-06,CASH,PAID,CrossFit Elite
9024,807,6966,14.31,2025-07-11,2025-07,CARD,PAID,Day Pass
9025,807,6966,14.72,2025-07-13,2025-07,CARD,PAID,Day Pass
9026,807,6967,88.02,2025-07-10,2025-07,CASH,PAID,CrossFit Elite
9027,807,6968,48.84,2025-08-11,2025-08,VIREMENT,PAID,Standard Premium
9028,807,6969,15.14,2025-09-17,2025-09,CASH,PENDING,Day Pass
9029,807,6969,15.55,2025-09-14,2025-09,CASH,PAID,Day Pass
9030,807,6969,14.49,2025-09-15,2025-09,CASH,PENDING,Day Pass
9031,807,6969,14.62,2025-09-17,2025-09,CASH,PAID,Day Pass
9032,807,6970,91.11,2025-09-21,2025-09,VIREMENT,PAID,CrossFit Elite
9033,807,6971,48.09,2025-10-23,2025-10,VIREMENT,PAID,Standard Premium
9034,807,6972,15.64,2025-11-22,2025-11,CARD,PAID,Day Pass
9035,807,6973,58.96,2025-11-23,2025-11,CASH,PAID,Yoga Flow
9036,807,6974,61.86,2025-12-25,2025-12,VIREMENT,PAID,Yoga Flow
9037,807,6975,91.29,2026-01-27,2026-01,CASH,PAID,CrossFit Elite
9038,807,6976,92.12,2026-03-02,2026-03,CARD,PAID,CrossFit Elite
9039,807,6976,92.94,2026-03-02,2026-03,CARD,PAID,CrossFit Elite
9040,807,6976,87.78,2026-02-27,2026-02,CARD,PAID,CrossFit Elite
9041,808,6977,50.8,2026-03-12,2026-03,VIREMENT,PAID,Standard Premium
9042,809,6978,47.77,2026-01-27,2026-01,CARD,PAID,Standard Premium
9043,809,6979,88.87,2026-02-26,2026-02,CARD,PAID,CrossFit Elite
9044,809,6980,48.15,2026-04-03,2026-04,CARD,PAID,Standard Premium
9045,809,6980,49.14,2026-03-31,2026-03,CARD,FAILED,Standard Premium
9046,810,6981,86.35,2026-01-19,2026-01,CARD,PENDING,CrossFit Elite
9047,810,6982,87.51,2026-02-23,2026-02,VIREMENT,PAID,CrossFit Elite
9048,810,6983,87.4,2026-03-30,2026-03,CASH,PAID,CrossFit Elite
9049,810,6984,14.61,2026-05-05,2026-05,CARD,PAID,Day Pass
9050,810,6984,15.63,2026-05-01,2026-05,CARD,PAID,Day Pass
9051,811,6985,15.58,2026-02-25,2026-02,CARD,PAID,Day Pass
9052,811,6985,15.67,2026-02-26,2026-02,CARD,PAID,Day Pass
9053,811,6985,15.61,2026-02-25,2026-02,CARD,PAID,Day Pass
9054,811,6985,15.49,2026-02-22,2026-02,CARD,PAID,Day Pass
9055,811,6986,51.45,2026-02-25,2026-02,CARD,PAID,Standard Premium
9056,811,6987,58.19,2026-03-29,2026-03,CASH,PAID,Yoga Flow
9057,812,6988,85.02,2025-02-06,2025-02,CARD,PAID,CrossFit Elite
9058,812,6989,51.05,2025-03-10,2025-03,CARD,PAID,Standard Premium
9059,812,6990,14.55,2025-04-09,2025-04,CASH,PAID,Day Pass
9060,812,6990,15.07,2025-04-13,2025-04,CASH,PAID,Day Pass
9061,812,6990,15.56,2025-04-11,2025-04,CASH,PAID,Day Pass
9062,812,6991,58.09,2025-04-12,2025-04,VIREMENT,PAID,Yoga Flow
9063,812,6992,15.66,2025-05-21,2025-05,CARD,PAID,Day Pass
9064,812,6993,56.21,2025-05-26,2025-05,CARD,PAID,Yoga Flow
9065,812,6994,57.86,2025-06-24,2025-06,VIREMENT,PAID,Yoga Flow
9066,812,6995,49.59,2025-07-29,2025-07,CASH,PAID,Standard Premium
9067,812,6996,14.55,2025-09-01,2025-09,CARD,PENDING,Day Pass
9068,812,6996,14.81,2025-09-02,2025-09,CARD,PAID,Day Pass
9069,812,6996,14.73,2025-08-29,2025-08,CARD,PAID,Day Pass
9070,812,6996,15.52,2025-09-01,2025-09,CARD,FAILED,Day Pass
9071,812,6997,87.74,2025-09-08,2025-09,CASH,PAID,CrossFit Elite
9072,812,6998,88.25,2025-10-13,2025-10,CARD,PAID,CrossFit Elite
9073,812,6999,57.19,2025-11-12,2025-11,VIREMENT,PAID,Yoga Flow
9074,812,7000,61.88,2025-12-20,2025-12,CARD,FAILED,Yoga Flow
9075,812,7001,85.93,2026-01-18,2026-01,CARD,PAID,CrossFit Elite
9076,812,7001,89.49,2026-01-17,2026-01,CARD,PAID,CrossFit Elite
9077,812,7001,93.44,2026-01-17,2026-01,CARD,PAID,CrossFit Elite
9078,812,7001,88.74,2026-01-18,2026-01,CARD,PAID,CrossFit Elite
9079,813,7002,92.7,2025-12-09,2025-12,CARD,FAILED,CrossFit Elite
9080,813,7003,92.98,2026-01-05,2026-01,VIREMENT,PENDING,CrossFit Elite
9081,813,7004,51.24,2026-02-12,2026-02,VIREMENT,PAID,Standard Premium
9082,813,7005,59.1,2026-03-14,2026-03,CASH,PAID,Yoga Flow
9083,813,7006,59.31,2026-04-18,2026-04,CASH,PAID,Yoga Flow
9084,814,7007,90.72,2025-09-04,2025-09,CASH,PENDING,CrossFit Elite
9085,814,7008,15.01,2025-10-06,2025-10,CASH,PENDING,Day Pass
9086,814,7008,14.55,2025-10-07,2025-10,CASH,PAID,Day Pass
9087,814,7008,14.9,2025-10-04,2025-10,CASH,PENDING,Day Pass
9088,814,7008,14.57,2025-10-03,2025-10,CASH,PAID,Day Pass
9089,814,7009,86.15,2025-10-11,2025-10,CARD,PAID,CrossFit Elite
9090,814,7010,89.95,2025-11-09,2025-11,CARD,PAID,CrossFit Elite
9091,814,7011,92.67,2025-12-12,2025-12,CARD,PAID,CrossFit Elite
9092,814,7012,15.74,2026-01-15,2026-01,CARD,PAID,Day Pass
